,Date,AAPL,AMZN,GOOGL,JNJ,JPM,KO,META,MSFT,WMT,XOM
0,2019-01-03,-0.09960700316954585,-0.025241497784936007,-0.027695610923648473,-0.01589056718478743,-0.014211541949989304,-0.0061794082790266325,-0.029038995825308556,-0.03678788880984463,-0.005142609635861217,-0.015353668177180424
1,2019-01-04,0.04268895199253775,0.05006399867375011,0.05129353610393217,0.01678340094487063,0.036865241878154986,0.01993964782239055,0.04713846494350182,0.04650907745921762,0.006246013678669282,0.036869681478946426
2,2019-01-07,-0.0022260045785531535,0.03435341415874271,-0.001994270566053502,-0.006414699751616015,0.0006951141453512832,-0.013033087202642735,0.0007249481260207524,0.0012755041701240089,0.011772322465985363,0.0052000827661220494
3,2019-01-08,0.019062822902229604,0.01661235994563981,0.008783201811950025,0.023226366097371276,-0.0018855991711668185,0.011288544607369388,0.032451764548614204,0.007250654016279334,0.006980871771670838,0.007270881771434645
4,2019-01-09,0.016982095475312597,0.0017143547179709895,-0.0034274665231988077,-0.00792555513047788,-0.0016903071461146224,-0.019166016723487833,0.011927347023067192,0.014299531640948437,-0.0032561077346049405,0.005274588342767839
5,2019-01-10,0.003196017257906414,-0.0019284287379283116,-0.0026071767625307496,0.006050022489430429,-9.973436580468231e-05,0.010736664450468059,-0.00020791889499749416,-0.006425489892852854,0.0007377428985118062,-0.005108598744070991
6,2019-01-11,-0.009817770097034106,-0.009455231305329326,-0.013310609334632129,0.0003081573815391092,-0.004780966302907141,0.005735788016091092,-0.002773894929211318,-0.007722065897770691,-0.0012635686654277611,-0.004580282117927714
7,2019-01-14,-0.01503721332167618,-0.014232985793521946,-0.012175155508239333,-0.011329300624839278,0.010309245732243344,-0.00401302255098912,0.01105703671073921,-0.007295690765999785,0.0011597870244672848,-0.0012552728986113815
8,2019-01-15,0.020466544653193752,0.035462313843586335,0.03328543062762046,0.008418967916008935,0.0073308188956418,0.008907219377783715,0.024485809736486397,0.02900529655112316,0.013691140558970583,0.0005586909811674534
9,2019-01-16,0.01221677757214601,0.005505997778829874,0.002761115278456794,-0.010204143498943719,0.008064568484734025,-0.01366364292982003,-0.00946603192230433,0.0035232878665498735,0.0010392252814614977,-0.0004183948016374117
10,2019-01-17,0.005937887310145218,0.005606434395265758,0.008820573982282642,0.00820059929756245,0.004097580727528749,0.002983559963281035,0.0051508798042922965,0.007022456224817786,0.004047733724992009,0.006839462327630219
11,2019-01-18,0.0061595581879705374,0.0017598946424279838,0.007442386574799453,0.01239446757905438,0.016226053612157454,0.011687187214240335,0.011732898406688452,0.014983274047772888,0.010233340429081084,0.01192317107392138
12,2019-01-22,-0.02244630641434542,-0.03774908655967102,-0.025891874137525694,-0.01446152483244878,-0.01577576154204874,0.0023107951432481677,-0.016462022685286515,-0.01884717422136939,-0.002455510242365899,-0.015070839457514418
13,2019-01-23,0.004044319234029148,0.004809570602366753,0.005358749524316586,0.0,-0.0025257682097139522,0.011525242155959736,-0.02215917410087387,0.009746593668716219,0.012514110614682217,-0.008206875170654548
14,2019-01-24,-0.007926339610669797,0.009091336230296898,-0.0003780928062487865,-0.013742363148867343,0.0005843942645695765,-0.012015533213340479,0.01060308898586837,-0.004779423450070652,-0.003545834928915026,0.0014024832334724735
15,2019-01-25,0.03313724793039463,0.009450615167288179,0.01615301107641942,0.009446597540237578,0.00632648614055209,-0.006709899741550451,0.021806236620371733,0.00913378000263343,-0.014436640250685695,0.00448198853447912
16,2019-01-28,-0.009254773597865418,-0.019562216712664893,-0.01965478629564643,0.005926790948917793,0.0047394498590773715,-0.004222255473606995,-0.010335021005250855,-0.01950165975385354,0.0012378258839307321,-0.006692762524799889
17,2019-01-29,-0.010364704959846427,-0.02686994204251958,-0.009075348637882064,0.010388533272491784,0.0027915555578628126,0.004876061099969187,-0.022241674375746978,-0.020365608435073956,-0.003606179064262638,0.0037901474078891884
18,2019-01-30,0.0683348513848192,0.04802744720961405,0.026101398517194063,0.010051398218524632,0.0023042309596819077,0.009704700502324304,0.043206857295464696,0.03341753262312275,-0.019749635651344022,0.010907360594795579
19,2019-01-31,0.007200727158840348,0.02891472167185971,0.025410122447709904,0.01093875086806051,-0.008715947985345363,0.0056413087119602245,0.10816397387305887,-0.01833045555903412,0.010864926791241958,0.013694863108000277
20,2019-02-01,0.00048109448271005384,-0.05381880772938674,-0.006457097720823812,0.008416224753711177,0.003671631314425605,0.011842940524311452,-0.005879249807503095,-0.01580010311611646,-0.020557075386438695,0.03602628443676159
21,2019-02-04,0.028404783551297275,0.004353581897566405,0.02038222394782374,-0.00983605394005016,0.003561896009498522,0.011293514892668055,0.02136243143185612,0.028799205975666098,0.00969522416395141,-0.014488857278596612
22,2019-02-05,0.017109734223248463,0.015612487224473615,0.009155231472748326,0.0,-0.0044126438236230525,0.0002031121422760851,0.01128516289114967,0.013997016875875401,0.008758128587297298,0.010291018061173274
23,2019-02-06,0.0003441644936594823,-0.011182689786027766,-0.025159092108136605,0.0009026988707727668,-0.00048175714333964503,0.0,-0.003914445550284307,-0.011099068549026092,0.0004183032509461615,-0.0043652897044913486
24,2019-02-07,-0.01893940511371217,-0.015784110453143985,-0.015121703696239108,-0.007142699689861698,-0.013109608302548814,0.0032481673335127415,-0.02410701415827954,-0.007167633836041465,0.01139682623146343,-0.0077069958357002255
25,2019-02-08,0.0011750675934023569,-0.016198209157239574,-0.0031920012025129507,0.0026505937373810795,-0.00996299645275589,0.0016189218381528203,0.005709781459949381,0.003799975901758623,-0.011888724700930942,0.0016249916525621355
26,2019-02-11,-0.005750932521503271,0.0017503863887402549,-0.00023571820189016712,-0.003021221752119607,-0.004735488314096092,0.0022220827933940868,-0.009203316094328784,-0.003974847082892419,0.006486789685473671,0.001621786714683271
27,2019-02-12,0.0086171537083366,0.029547382710171766,0.023100804876399206,0.01636362658951218,0.017049924463001576,0.0010076149148130487,-0.004523861490993153,0.0155819608094665,0.008004266259821868,0.017543948041522928
28,2019-02-13,-0.004154727203706021,0.001214920135908626,0.00093128347727367,0.002161619697602868,0.004775942386388898,0.0026181784556957854,-0.005877368873174915,-0.0007484615593996713,0.01000313332340319,0.011273305602619965
29,2019-02-14,0.003643492779414448,-0.010579272014338836,0.0005049783545651998,-0.0010413255911579933,-0.006499180691797557,-0.08435470159144975,-0.000731293435193292,0.00084283167262722,0.0059219760545790034,0.0002622624052945888
30,2019-02-15,-0.0022250560735481706,-0.009059262479477748,-0.008475049091153708,0.015412390197512504,0.03056041467145376,-0.007676710516169805,-0.008844226686399725,0.012347961254594253,0.014920799040249122,0.018880424186980882
31,2019-02-19,0.002992471847442335,0.012208075244112715,0.006144933701786037,-0.005059621571744222,-0.003505275706838007,-0.009062897284215943,-0.0012922699073445454,-0.0004622565034981818,0.022101884336459987,0.006691726214727245
32,2019-02-20,0.006435508857713934,-0.0033668938325457365,-0.005254993801024788,0.0048639890035742095,0.0048484867771114715,0.006022810430230008,0.0016636939007903528,-0.0051990696194952335,-0.022700343322098915,0.0038347704676362504
33,2019-02-21,-0.005638388907421632,-0.0016398893947140447,-0.014617433447286388,-0.0068204622632975775,-0.0020816073108462785,0.016851355574724503,-0.015501987591976962,0.021091952665499125,-0.004905877939533787,-0.009041375305227639
34,2019-02-22,0.011165687572247007,0.0074841032295558385,0.011184396879520886,0.008713505357593299,-0.004456190257488668,-0.012647170330669089,0.01155955553697785,0.01425819022915431,0.0016098574128120546,0.007710288772805551
35,2019-02-25,0.007284475803561952,0.0008825736547322105,0.0006896999298933171,0.00368464215014086,0.010476520714141735,-0.007509081402822915,0.016863379656069544,0.005587181317736389,-0.004319454028275049,0.0010200877424317856
36,2019-02-26,0.0005738398607655348,0.00208203509820426,0.004188497102826538,-0.0006609192682176523,-0.007634580467868246,-0.00556267437017921,-0.0029766828688370106,0.006900267513171743,-0.004338321097800524,0.002038096447659399
37,2019-02-27,0.003097747114693128,0.0028660116253622636,0.0007843214149159117,-0.0017630718228248687,-0.0012344767637564313,0.005593790806933008,-0.008042224489488103,-0.0016910458874007661,-0.00587703753652713,0.01029730340044055
38,2019-02-28,-0.009836098860563358,-0.0007677325817357916,0.0032594390591627054,0.005666990430976071,-0.007607516310283002,0.008900808972695406,-0.008353297590205644,-0.0012480872046067848,0.008969507476784822,-0.0055364551283323404
39,2019-03-01,0.010511320363093324,0.019453250691601864,0.019502042898826843,0.012514994200534035,0.0006705800914241777,0.0008826170767755048,0.005140877630709806,0.004463003791363107,-0.010708122552907984,0.012273987557875676
40,2019-03-04,0.00502936592455816,0.014619586796095208,0.004266372931990503,0.0009392665300518299,-0.0022979598628470876,0.0059492887609908784,0.03136545685032166,-0.0023992372427342756,-0.0008167666959397746,0.003874878088442557
41,2019-03-05,-0.0018198075795422541,-0.0022050158240090045,0.013672371546826767,0.0020940523127275235,-0.0007679590973883599,-0.0010950228114100513,0.023241918184588872,-0.004988636093437471,0.0050074603489043135,-0.0014941546600667488
42,2019-03-06,-0.005753852021962436,-0.013873495481994347,-0.003634931502252803,0.00230603653404593,-0.003746030441911352,-0.0032896097595830343,0.007298921374535139,0.0004476991252053697,-0.0008133614737630968,-0.01134817439703395
43,2019-03-07,-0.0115745757997473,-0.02576471998369667,-0.012095202714115683,-0.006110964439132394,-0.0072310542711832015,-0.003740235817115245,-0.019593074659735144,-0.012169709306394383,-0.008243308632323143,0.01110010831088748
44,2019-03-08,0.0023766077707063626,-0.0031673752931026256,-0.0007644660511768597,-0.0013023322348162392,0.00038843875520822024,-0.009717442921029384,0.0027790106002119064,0.00108693344405153,0.0014364634387720177,-0.014346321378852722
45,2019-03-11,0.034642270953954,0.030737873720530162,0.025470235057994506,0.0036216575484186997,0.013008548201180803,0.02988414607005252,0.014563540805062392,0.020993464271764628,0.009119776235745558,0.009745617254149685
46,2019-03-12,0.011235410599717,0.0014844854239022265,0.015255156605356923,0.004474671132256081,-0.0029706329574981094,-0.0028150641778106333,-0.0008716616912327613,0.007001575884701516,-0.0011168547591082767,0.0027575688469463344
47,2019-03-13,0.004421916779271617,0.010585118161452245,0.001511954735421428,0.0016528746069823796,0.0033637489541065158,0.003691709516281394,0.008434129712616034,0.007745278554487811,0.00670920352305493,0.008874845881049032
48,2019-03-14,0.011116853980847274,-0.002714673150861824,-0.0054459698129718515,-0.009970808723118618,0.00910050861101075,-0.002619079862302698,-0.018457608758515986,0.0007860806021178224,-0.002842710975494711,-0.0033453170220000272
49,2019-03-15,0.01300807869875853,0.015502120161135613,-0.0018699442758024487,-0.003043215760529794,0.011486835893304015,-0.008752984852773094,-0.02462254955209131,0.011519250523263302,0.0020364345801675565,-0.0036050819045009286
50,2019-03-18,0.010208587970118366,0.017397066258948213,-0.0014702449563812614,-0.0031249688237865447,0.006006548425724345,0.0024285656951674728,-0.03319661776043603,0.014321636529777804,0.012599141173222028,0.011603404524333172
51,2019-03-19,-0.007924568203032667,0.011307873960989534,0.011703295259513746,0.009258777784532102,-0.003638391724517187,0.003303175203682285,0.006854836043319823,0.0006802773355305547,0.0019061188498965542,-0.0025900030267288487
52,2019-03-20,0.008738406027622325,0.02010391063581385,0.01993405958460781,-0.008306939073915554,-0.02134847873883694,-0.0006587917080138617,0.023952321509051133,-0.0011051487814415228,-0.012117815533817411,0.005564279012814088
53,2019-03-21,0.03683032109226114,0.012235166707998735,0.007909157525883392,0.00589983196420274,-0.015786238114354645,-0.0004388271253452647,0.0038686157916454356,0.02297495308464148,0.004257788962819475,0.005779400431660697
54,2019-03-22,-0.020708259889321567,-0.029951683771010984,-0.023039519424167265,-0.008616935999787745,-0.030232229617444317,0.009228754000439432,-0.010476902063073279,-0.026368135393722403,-0.007873788260765013,-0.016016145756184264
55,2019-03-25,-0.01209125794239907,0.005377413721055602,-0.008504214047657888,-0.0021911654496235,-0.008320246012735844,0.002176876763256841,0.011865537323117348,0.005211097345776405,-0.00111945144817438,-0.006958557309732494
56,2019-03-26,-0.010331696620527908,0.0053544138654035844,-0.006297199686309263,0.014347485571140517,0.010006977065903255,0.013252433215391823,0.008358915669614442,0.002124829239354531,0.001527877820340251,0.013012904671602543
57,2019-03-27,0.008994171628821102,-0.01012467867973188,-0.009942441727817442,0.0009380432914944947,-0.003402327111722503,-0.0006432329273700077,-0.010794412918921248,-0.009668141458547663,-0.011289781733247795,-0.007658123512929382
58,2019-03-28,0.0013266741358033407,0.00437213503435796,-0.004872650189766237,0.0012978794503513136,0.01134737893902349,-0.0006436469422768099,-0.00192901527877265,0.0013700850750422155,-0.0008227115010456254,0.00497887463557567
59,2019-03-29,0.006517371677062123,0.004133266392968293,0.003941276799920956,0.006552247170262371,0.005163391856390254,0.006011274370904651,0.006886200177463886,0.008637563965877115,0.004118183133793085,0.0007432289285123073
60,2019-04-01,0.006791266687352415,0.018778657625842854,0.018769699448719424,-0.005794187539122753,0.033685842073035266,-0.002987526276647001,0.012058154439956281,0.009157281302046183,0.0029730383497601487,0.011509670516824944
61,2019-04-02,0.01453667870194919,-0.00011581671050930886,0.00547135527790843,-0.00913799444774166,0.00477808124532908,-0.0032107579697367994,0.03260212229205206,0.0014282859139993498,-0.00899565926558532,-0.00428189269526591
62,2019-04-03,0.00685522506263303,0.003704629310371743,0.0043715026192390205,-0.003921494405798476,0.001997258169361693,-0.008374292526106664,-0.0037886632840955503,0.006544194117865443,0.0025787947462396765,-0.0058982937826385085
63,2019-04-04,0.0017404142328336647,-0.0010106317894359451,0.0071356612991277935,-0.011664268096067354,0.00966076605699584,0.0064960934679938465,0.014290762902450238,-0.005084602392395721,0.009466026612185763,0.014214897885324485
64,2019-04-05,0.006693983890172284,0.010127196283313822,-0.006560393990772684,0.004499195069570305,-0.002368853401880089,-0.0002150813148590336,-0.0017045513618194619,0.004440307569331559,0.0073385437762132355,0.0053626201337588775
65,2019-04-08,0.015735999520009702,0.0068470544892456076,-0.0026166845148649642,-0.00029335378295947123,0.0032290835684725128,0.0017213255354919799,-0.004495761845221047,0.0003335567000233297,0.004047410083589664,0.006182529579414897
66,2019-04-09,-0.0029983847473081804,-0.007578913297284662,-0.004626434026474002,-0.004186917446583949,-0.007382944217230847,0.002578007998083942,0.015148993661245225,-0.005419676485959646,-0.005441834128577239,-0.012891447755628338
67,2019-04-10,0.005614025692154634,0.006258726672734749,0.003126383743009109,7.402760093788707e-05,0.0044814373822177345,-0.0006428194447367641,0.0013516619431821475,0.007629029665477072,0.009220718412784157,-0.004516096403463399
68,2019-04-11,-0.008324159075531412,-0.001764730856449126,0.0026027258994882896,-0.002729103938277855,0.008449020505735927,0.0015006068340233103,-0.0017434246883603066,0.001164940708208162,0.012048104690306483,0.004781771706763305
69,2019-04-12,-0.0004022884132978133,-0.0005476903050044557,0.010863323869683361,0.005694515330622263,0.04687953828173108,0.0006423702309015233,0.008957164757165126,0.00515237285151815,0.007540007056586306,-0.012568835778236087
70,2019-04-15,0.001810222157559993,0.0009820611162909554,0.0031076685056290465,0.003971522958047924,-0.011419990209824982,0.005562927529888739,0.0030708120869595845,0.0008269872774759879,0.008566192526581418,-0.0033365705245776978
71,2019-04-16,0.00010067161777271849,0.009848939749589336,0.0043863145330833575,0.010987257954988339,0.010551263019443313,-0.0010640107458051995,-0.00434160016189189,-0.002313395549158992,0.004881526700720951,0.0068196211001407825
72,2019-04-17,0.01947302027397746,0.0009553942674214166,0.006680557800912146,0.003622639095201663,0.028802978362968412,0.007028643323281791,-0.0005032176525966436,0.008280312590189576,0.0022344587195377574,0.0028323858696726045
73,2019-04-18,0.0035936492878605453,-0.001678383384266291,0.0010726037754387185,-0.007219259823313173,-0.007349089543230214,0.004230140075136335,-0.002796831771265662,0.01313955229860464,0.00019383020891061697,-0.003684074544730964
74,2019-04-22,0.0032864102448630916,0.01376167016316665,0.009899491344125932,0.0022540866956006766,0.0012336588989256825,-0.0016847097398978716,0.017725079474014027,0.003161397363228735,-0.007850565864707892,0.021816743656924098
75,2019-04-23,0.014423458148487889,0.019318479950358514,0.01342362752571935,0.015018549344864462,0.0012325449702255131,0.017088427008336238,0.012896895187818336,0.01357472192664777,0.006838082298825654,0.005789958490105995
76,2019-04-24,-0.001542303733235384,-0.01144625325368731,-0.008295271865765952,-0.005003713784468733,-0.0016703848975334612,-0.004770431669115283,-0.006529641158428912,-0.003428026177041077,0.004462786685222042,-0.01942859535719932
77,2019-04-25,-0.009075098443146024,0.00026293177839042947,0.005785348232897336,0.003232977907217993,0.0005283383393566154,-0.0029180831493763604,0.05849485297616863,0.03311710132451218,-9.638530048328153e-05,0.005625906270954495
78,2019-04-26,-0.004773968873523438,0.02543302552920257,0.007953694515320686,0.0052988683283026194,0.007569635694277821,0.008779277584330059,-0.009158526280491963,0.005729931047884662,-0.019223258987373648,-0.021041078004136682
79,2019-04-29,0.0015173018285283835,-0.006254395751948416,0.014701602400412073,-0.003917394658038087,0.01441446887709108,0.003315352099845237,0.017180924004810638,-0.0009238808282698852,0.00029560014156371217,-0.006460343418839942
80,2019-04-30,-0.01925627503720284,-0.006144196629405907,-0.07501932014685087,0.009725114502459942,-0.0006029378999390378,0.013217782496332209,-0.007084957272029291,0.006395823653642108,0.012603308683369008,0.00387639766778336
81,2019-05-01,0.049085899167831126,-0.007786060129541195,-0.021385214820633824,0.005311711706503797,-0.007669038953505347,-0.009580291575598032,-0.0019129336483891812,-0.020826915158457915,-0.014391206638611487,-0.020054633659403853
82,2019-05-02,-0.006508095175108308,-0.005597598276473326,-0.005804086114912788,-0.00471993818092431,0.0021708999415832597,-0.0041159966218350386,-0.0025903617097470244,-0.01305904018227888,-0.002071984032311236,-0.01754204674456894
83,2019-05-03,0.012431555021878093,0.03242811755501673,0.019751395806980376,0.005167091436457216,0.006152016446310693,0.006819482831407209,0.015270299273902888,0.0213134754463824,0.009194337283278342,0.002328873610557558
84,2019-05-06,-0.015442864648748666,-0.006068961956673058,0.0032868889229036302,0.0005634047885096916,-0.008870131880349352,-0.005131364421861573,-0.008134249777508096,-0.00581844702769907,0.003722543797187061,-0.004388724904299979
85,2019-05-07,-0.026956945758674133,-0.015149504925400126,-0.012233372872202275,-0.014919992088313183,-0.016335144198304064,-0.009696714736017409,-0.021198705341438195,-0.020522739462548012,-0.011321368021552258,-0.005315414169324684
86,2019-05-08,0.0001971884444260663,-0.0016814851400369646,-0.0068540115187746276,-0.0012863017773574459,-0.005299821722822284,-0.003124646754360638,-0.0012119194526970523,-7.955163737627391e-05,-0.009871895808524211,0.0015637971099362602
87,2019-05-09,-0.010744296772769557,-0.009333722778829934,-0.002400219660408154,-0.007582506377421527,-0.0007994506347631658,-0.009404605272247624,-0.0046955879988063165,-7.981732401629582e-05,-0.0023051070351816083,-0.0009107678781222761
